symbol,quantity,market_price
TE,13343.19692501290843968235449,5.260000
CORZ,444.7732308337636146560784831,21.254999
PACS,-444.7732308337636146560784831,47.450001
UMAC,444.7732308337636146560784831,23.680000
BOW,-444.7732308337636146560784831,33.700001
LB,-444.7732308337636146560784831,78.790001
GRAL,-444.7732308337636146560784831,68.000000
CON,-444.7732308337636146560784831,30.860001
CLMT,-444.7732308337636146560784831,41.240002
AVR,889.5464616675272293121569662,7.960000
INGM,-444.7732308337636146560784831,28.370001
PRMB,1334.319692501290843968235449,24.020000
FLOC,-1334.319692501290843968235449,20.860001
VG,2668.639385002581687936470899,12.750000
BIPC,-444.7732308337636146560784831,40.279999
MRP,-444.7732308337636146560784831,29.540001
SAIL,1334.319692501290843968235449,17.540001
MNTN,-444.7732308337636146560784831,10.320000
NMAX,889.5464616675272293121569662,8.350000
LION,1779.092923335054458624313932,12.970000
VOYG,-444.7732308337636146560784831,34.505001
JCAP,-444.7732308337636146560784831,20.440001
PSKY,4892.505539171399761216863314,8.920000
MH,1334.319692501290843968235449,11.650000
GEMI,3558.185846670108917248627865,4.010000
BMNR,889.5464616675272293121569662,18.020000
BTQ,5782.052000838926990529020280,3.950000
WLTH,1334.319692501290843968235449,9.510000
NTSK,1779.092923335054458624313932,13.735000
NAVN,444.7732308337636146560784831,27.990000
STUB,4892.505539171399761216863314,9.020000
KDK,3558.185846670108917248627865,4.230000
MPLT,1334.319692501290843968235449,12.760000
IMSR,4447.732308337636146560784831,5.120000
XXI,4447.732308337636146560784831,4.470000
PTRN,889.5464616675272293121569662,22.490000
WBI,-889.5464616675272293121569662,35.020000
FRMI,6671.598462506454219841177246,5.970000
PURR,3558.185846670108917248627865,6.500000
DEC,-444.7732308337636146560784831,13.510000
LMRI,-444.7732308337636146560784831,11.330000
ATAI,12898.42369417914482502627601,7.200000
SCZM,-444.7732308337636146560784831,7.750000
BTGO,3558.185846670108917248627865,4.920000
LIFE,-444.7732308337636146560784831,25.750000
YSS,889.5464616675272293121569662,13.100000
BOBS,1334.319692501290843968235449,17.040001
OFRM,-444.7732308337636146560784831,17.230000
EIKN,-1779.092923335054458624313932,9.400000
MWH,444.7732308337636146560784831,27.570000
INFQ,889.5464616675272293121569662,10.500000
APC,-444.7732308337636146560784831,19.850000
GENB,-444.7732308337636146560784831,14.100000
RNA,-889.5464616675272293121569662,11.960000
TRAX,-444.7732308337636146560784831,47.250000
KEEL,20014.79538751936265952353174,3.785000
AYA,-444.7732308337636146560784831,24.240000
AVLN,-444.7732308337636146560784831,32.200001
HAWK,444.7732308337636146560784831,23.790001
ALMR,-444.7732308337636146560784831,28.420000
YSWY,-1334.319692501290843968235449,21.500000
ODTX,-889.5464616675272293121569662,21.030001
PS,-444.7732308337636146560784831,35.009998
MAIR,444.7732308337636146560784831,31.160000
NHP,-444.7732308337636146560784831,17.420000
NVRI,-444.7732308337636146560784831,23.100000
FAC,444.7732308337636146560784831,6.130000
EROC,889.5464616675272293121569662,10.750000
LFTO,-889.5464616675272293121569662,25.330000
LIME,-889.5464616675272293121569662,36.369999
PBLS,-444.7732308337636146560784831,35.099998
IQMX,444.7732308337636146560784831,9.010000
FRVO,444.7732308337636146560784831,22.000000
KARD,-444.7732308337636146560784831,20.330000
GMRS,-889.5464616675272293121569662,12.320000
LCLN,-1334.319692501290843968235449,22.530001
FRBT,-1334.319692501290843968235449,19.420000
SSMR,-2223.866154168818073280392416,15.810000
SECZ,1334.319692501290843968235449,7.450000
MBGL,444.7732308337636146560784831,21.020000
TGLS,-444.7732308337636146560784831,46.689999
STDN,1334.319692501290843968235449,8.200000
GFUZ,444.7732308337636146560784831,9.000000
CSQR,444.7732308337636146560784831,20.000000
CLBK,4447.732308337636146560784831,10.820000
FRNM,2668.639385002581687936470899,11.100000
JMKE,444.7732308337636146560784831,23.360001
