infocode,ticker,notional
259851,CUBI,22823
259974,PRLB,-5859
260110,YELP,36365
260365,ALSN,20368
260398,MTSI,36102
260534,VIPS,26221
260635,ZWS,2377
260654,ENPH,-42633
260801,PSX,21667
261113,SUPN,4610
261151,CG,-11820
261267,TGLS,52718
261387,META,-5236
261481,PDI,11085
261708,HR,20788
262026,NOW,12642
262331,CLSK,-44432
262346,FIVE,30589
262368,PANW,50135
262597,GMED,17827
262649,BLMN,-20060
262670,MANU,-11080
262945,PARR,51058
263154,SUN,-38471
263157,NBHC,-71306
263280,QLYS,2580
263844,AMBA,-1385
263875,WDAY,-64361
263886,FANG,-12800
264126,MPLX,-26079
264211,RH,-18671
264410,JOYY,15646
264639,WES,3428
264656,ABBV,-13860
264705,PBF,31416
265027,FWONA,-74367
265079,USAC,-16106
265148,NCLH,18642
265337,BFAM,-6270
265414,ZTS,20673
265458,BCC,10253
265592,ORC,-9785
265899,APAM,25335
266302,FUBO,-55018
266330,NUTX,-10097
266394,EVTC,7364
266459,HASI,-12668
266490,PRKS,-19364
266563,DSL,3637
266655,VOYA,25917
266666,RITM,9850
266769,PFSI,-144194
266770,IQV,-40340
266919,NIC,25544
267035,CSTM,24141
267316,COTY,11111
267386,PTCT,10840
267403,NWSA,34300
267416,GOGO,-13262
267521,CDW,-10025
267619,LIND,11984
267837,REXR,-7429
267906,AGIO,-826
268002,SFM,53223
268003,AMH,-3026
268066,FOXF,-28682
268068,PGEN,-6244
268082,XPRO,-51083
268120,IRT,5478
268153,SPNT,30120
268179,MUSA,5298
268479,SAIC,11633
268592,AAOI,-21548
268606,RNG,-36037
268629,CNH,73214
268677,ESRT,-35781
268681,BURL,6362
268900,AR,4000
268936,GLPI,12119
269012,PAGP,12357
269017,VEEV,2869
269020,OMF,34505
269023,ADMA,28317
269086,ESI,36097
269201,VISN,-10280
269353,VCYT,-54931
269355,BRX,41871
269356,CRTO,-48230
269379,ESNT,-63506
269420,MMI,-15444
269481,WIX,-17492
269508,LGIH,-67323
269541,NMIH,-106434
269638,TNDM,-33732
269685,ALLE,-19299
269706,AGNT,-34333
269904,XNCR,-42213
269980,AAL,43470
270034,ATHM,-39754
270061,ARMK,33619
270062,HLT,-24792
270171,AMC,-36360
270662,AUGO,-21090
270767,AUPH,39385
270878,CRH,76754
271295,GLXY,20721
272269,POET,-51
272789,NB,-38927
273566,OGS,22763
273772,ALLY,1144
273831,RARE,-354
273879,QURE,-11681
273892,LADR,-45723
274008,IBP,14484
274033,KN,-7616
274120,IVT,42902
274211,VRNS,29036
274681,GOLD,-48981
274736,PCTY,19922
274778,QTWO,-5346
274779,BLBD,8826
274808,ATEN,14447
274898,TNET,8353
274924,OUT,30131
274996,MGNI,23708
275041,FIVN,-332375
275185,PAHC,25109
275224,PAYC,11699
275245,MC,-4477
275280,NAVI,-14679
275281,WB,-6165
275485,ARES,-42611
275595,LPG,41473
275908,SFBS,12370
276039,DNOW,-30721
276083,JD,-7397
276215,CTRE,44423
276380,ANET,5770
276566,VRDN,-5456
276567,VNOM,14916
276573,CCS,11238
276609,ARDX,10150
276709,AMPH,-22002
276766,DBRG,-31271
276767,XIFR,-60947
277212,CDNA,-16326
277225,GLOB,-28437
277226,TRUP,-6153
277331,WMS,-17164
277335,OCUL,-51342
277423,SYF,30371
277431,HQY,-12777
277585,LMB,33523
278145,VVX,-154700
278176,NOMD,11490
278225,BABA,1523
278243,CZR,-14524
278295,CFG,16051
278431,W,9417
278567,AAMI,27394
278571,HUBS,24200
278788,KEYS,10252
279021,ENVA,76346
279022,BOOT,-13908
279107,LBRDA,-22675
279126,XENE,35558
279180,FRPT,-15293
279182,TFIN,-31528
279267,AXTA,36659
279836,QSR,6114
279859,MOMO,37589
279862,HAPN,45087
279902,WK,2159
280197,INDV,-36700
280248,QRVO,-3931
280249,PVLA,-1218
280257,UE,31380
280550,BOX,30871
280623,ASND,24369
280665,SHAK,27393
280684,ATEX,-496
280696,XHR,-22223
280752,DEA,972
281262,SMMT,6177
281545,NXRT,-34841
281669,SEDG,-69786
281809,GDDY,11322
281861,BRSL,-7252
282039,VIRT,29764
282040,ETSY,35801
282041,ZVRA,-2926
282101,UNIT,-17716
282300,VKTX,2658
282343,BSM,-59577
282449,COLL,35521
282602,FTAI,-53797
282606,CWEN,12231
282629,APLE,17919
282712,SHOP,-72733
283365,GNL,29850
283427,NEXT,-57274
283583,WING,-25335
283589,ENR,-713
283661,BW,-44027
283713,CC,28607
283851,GKOS,35589
283856,TRU,19391
283857,LNTH,5555
283887,APPF,4934
283890,ALRM,-9271
284029,TDOC,-112565
284106,KHC,9015
284109,PYPL,-11082
284411,OLLI,15200
284500,LOB,-12333
284524,LITE,55177
284546,NTRA,37803
284584,IBRX,-49015
284799,RUN,-24320
284815,PLNT,-19842
284902,HLI,-13479
285293,KURA,-20822
285308,MSGS,-5268
285325,PEN,-850
285376,PJT,13287
285509,CSW,1649
285534,SGRY,-40728
285536,PFGC,9393
285557,NVCR,-53295
285614,P,11510
285632,CTMX,16934
285790,HPE,23981
285828,RACE,1925
285982,FCPT,3479
286133,WSC,-3442
286253,WVE,-28287
286315,AVTX,-26811
286451,MTCH,52358
286452,AXSM,27064
286465,XYZ,11182
286883,TEAM,-13081
287143,GSM,-2987
288606,SNDX,-44154
289030,CRVS,10048
289138,SYRE,17819
289247,PR,52495
289530,RRR,24160
289745,NGVT,-15608
289873,NTLA,-9958
289972,TPB,-751
290022,SITE,-96452
290278,USFD,16134
290557,ATKR,-44228
290589,FTV,-20482
290899,TWLO,45879
291621,PI,-28268
291757,KNSL,-68018
291872,FHB,6845
292017,PTGX,62318
292018,MEDP,2335
292097,DELL,70490
292443,AMR,-39480
292620,FBK,-95154
292621,NTB,13928
292693,TTD,39231
292713,ELF,32183
292741,VVV,19104
292862,NTNX,39342
292885,DFIN,-5084
292895,VST,26708
292971,CWH,-48526
293141,ADNT,24486
293142,YUMC,17947
293228,CRSP,-54477
293261,IRTC,5337
293384,ZTO,-13106
293433,GOLF,3443
293436,BL,-20180
293452,AA,-14908
293499,LW,-143449
293733,DFTX,67192
293756,INSW,40928
294014,IIPR,-9741
294227,PK,3801
294251,ICHR,13183
294252,HGV,-23692
294908,FTI,147806
295151,ANAB,741
295239,LAUR,27922
295240,INVH,2026
295272,KRP,-19315
295277,METC,-41509
295748,HLNE,10761
295761,SNAP,6385
296076,PUMP,-16550
296242,VRRM,8904
296497,BTU,-35256
296509,HESM,27567
296542,SNDR,31547
296581,OKTA,23400
296684,HCC,41731
296823,WTTR,13708
296918,FND,-16041
296935,CVNA,-24354
296936,ZYME,9807
296977,KNTK,3213
297018,URGN,14865
297021,AM,10413
297220,IR,-89
297221,SEI,-246
297324,CARS,-30819
297580,PENG,-6363
297582,APPN,9032
297733,NESR,24383
298339,MGY,-129909
298509,JBGS,236
298592,SMPL,-29792
298778,BHF,-24058
299592,DD,8689
299724,KNX,13965
300198,CELC,-18524
300199,KRYS,-83383
300200,ZLAB,28455
300460,ROKU,103119
300477,ECVT,57192
300674,RYTM,27643
300827,APG,-11766
300938,CARG,43798
301143,VICI,17774
301222,SE,-20597
301251,MDB,31498
301383,EYE,10210
301416,MBIN,-73394
301600,ACMR,26432
301813,FINV,31086
301816,BAND,-27100
301890,CNR,-17982
301999,OSW,1364
302018,CNNE,-48436
302549,DNLI,-8937
302550,FLNG,19674
302961,NMRK,210
303340,LILA,9970
303526,LBRT,-122593
303838,COLD,-15360
303840,ADT,12992
303930,PAGS,32329
303958,GTES,22555
304230,VCTR,20044
304236,WHD,228
304724,TH,-1434
304768,HYMC,-61129
304839,RCUS,-25244
304874,ZS,35334
304963,BTBT,300482
305109,DBX,87116
305229,BILI,32910
305265,IQ,211847
305272,COGT,-8672
305321,SPOT,12665
305737,NVT,35985
305959,DOCU,19447
305960,GSHD,-4662
305965,LASR,44818
306021,INSP,-39361
306055,ROAD,-58311
306200,TALO,-34632
306206,EQH,11146
306417,WH,8989
306450,BORR,101331
306507,AHCO,16099
306508,SRRK,-7682
306510,KNSA,15360
307092,XERS,49262
307093,DNTH,37212
307095,IIIV,-8416
307096,EPRT,43439
307225,CBC,25858
307264,EVER,25777
307266,BV,-4599
307273,BJ,28732
307386,SGML,-21230
307733,CCB,-40932
307735,CRNX,54789
307782,ESTA,25270
307784,TLRY,-105218
307899,BE,24914
307923,TENB,38922
307925,PDD,-18946
307931,LQDA,64665
307978,VRT,21528
308012,OPRA,22992
308040,SONO,-48698
308055,CWK,26878
308068,ARLO,13377
308617,NIO,15938
308686,FTDR,22203
308747,GTX,-25244
308822,ELAN,29495
308945,ARVN,-28251
309036,UPWK,-10259
309061,KOD,13761
309066,GH,48354
309093,ESTC,22959
309183,ALLO,144642
312270,REZI,26737
312434,ONDS,-44429
312437,YETI,3815
312438,STNE,34206
312486,CLVT,48302
312511,ACA,822
312514,GDYN,-5343
312525,LIN,-1126
312538,TWST,44766
313647,UTZ,-222130
313919,MRNA,-14398
314005,TME,12873
314059,QFIN,7118
315465,FUTU,43113
315531,FOXA,40794
315715,DOW,14067
315716,TIGR,-25590
315739,LEVI,38611
315894,LYFT,-6337
316011,TW,-63219
316146,PD,24012
316171,JMIA,-61816
316243,PLMR,59388
316273,ZM,42156
316279,PINS,70254
316297,HYLN,-14695
316524,TMDX,14442
316636,TRVI,76194
316677,PSN,-33770
316708,KTB,20722
316725,UBER,-6662
316880,AVTR,-37538
316881,FSLY,65273
316988,IDYA,-7665
317025,CTVA,-41507
317296,RVLV,-7103
317354,AMCR,14613
317383,CRWD,63184
317431,CHWY,1086
317546,STOK,-51640
317576,GO,-35945
317619,PSNL,-42546
317624,IMVT,-11737
317738,BSTZ,14946
317756,BBIO,-7690
317764,ADPT,38150
317806,REAL,8229
318283,MIRM,35948
318285,PHR,-38121
318322,AFYA,-33965
318490,DKNG,50688
318491,CSTL,-29749
318634,KRUS,-21210
318639,DT,27065
318749,INMD,30260
319245,TXG,71434
319263,HIMS,-12925
319272,NET,69162
319338,NVST,69270
319362,DDOG,30705
319614,PTON,12528
319809,INDI,31541
319883,BNTX,-72167
319898,VIR,-24544
320043,BRBR,36973
320171,BWIN,-31330
320203,PHAT,-62113
320204,PGNY,12713
320320,AVPT,111475
320357,ASTS,20714
320816,SITM,1470
321294,XP,11316
321378,BILL,-17584
321600,BKSY,-15948
321601,JBI,158721
321623,WFRD,-125431
321925,TE,36651
321953,PRCH,-45037
322747,REYN,35054
322748,ARQT,35625
322908,SDGR,-43094
322910,BEAM,-25021
323127,RVMD,-12959
323456,AEVA,-27405
324138,ELVN,-8983
324434,OTIS,-31835
324435,CARR,-25001
324609,UWMC,99390
324772,BIPC,-67327
324941,SPHR,-51303
325214,RSI,33404
325251,ORIC,14440
325566,KC,42763
326321,WMG,147649
326322,EOSE,-46096
326420,GTM,22020
326472,FOUR,-7164
326480,LEGN,-86993
326618,PCVX,-12294
326752,RPRX,106455
326845,CLOV,137139
326909,OPEN,-74219
326923,MP,-32132
327035,TMC,-9055
327038,ACI,-116821
327193,LMND,-6696
327455,BFLY,60952
327498,PCT,24892
327499,NCNO,40171
327574,RLAY,44469
327814,ONT,39443
327959,NRIX,-46
327960,ANNX,-16522
327968,BEPC,-107164
328318,VERX,90180
328520,RKT,-81476
328899,IRON,-88074
328948,NTST,-19048
328971,BEKE,1823
328989,QS,106833
329074,HRMY,22447
329088,MIR,-87571
329184,KYMR,-44945
329236,NUVB,155473
329402,TNGX,29292
329700,STEP,-32364
329703,FROG,-43688
329706,SNOW,-103195
329744,DYN,-297256
329750,BNL,-52616
329822,U,-7085
329823,LCID,75316
329825,CMPS,50762
329911,EVLV,43429
329944,CRSR,53880
329951,GDRX,269726
329954,BSY,-19721
329999,TSHA,-12752
330011,VNT,16904
330162,AMBP,-67555
330201,PLTR,-194794
330202,ASAN,140696
330258,AVO,52203
330328,IMNM,460
330341,ASO,-73019
330366,GENI,59148
330367,CCC,86447
330512,OUST,61985
330705,ARRY,55699
330706,MNSO,15203
330711,EBC,-40954
330733,PRAX,10532
330736,TARS,-29647
330737,PAYO,-4920
330814,MLTX,128884
331154,ROOT,-27663
331157,CRC,-119051
331212,ALGM,-30600
331258,LU,174257
331316,NN,-127
331372,SPIR,-29338
331412,WGS,-1126
331479,CLBT,9630
331525,JOBY,-26502
331834,OLMA,-8636
331836,GPGI,-44247
331885,PWP,-8906
331887,CHRD,-97078
331888,SHC,30212
331889,OPFI,128992
331890,EVGO,131773
331926,GBTG,135671
331927,SGHC,67976
331979,RKLB,66592
331996,CNXC,-31154
332157,SOFI,90573
332227,GRAB,166520
332335,HLMN,110255
332372,SPRY,-38657
332424,CIFR,-26011
332513,ROIV,29039
332573,SMR,46626
332579,AI,46933
332580,DASH,-48005
332643,ABNB,-106732
332697,CERT,1136
332702,QBTS,-27778
332707,ABCL,202703
332857,OWL,80164
332999,UPST,28653
333125,ACHR,66672
333614,IONQ,27708
333683,ENVX,85882
333943,CGEM,102631
334098,AFRM,22094
334153,RDW,-6701
334154,GRND,103609
334163,WOOF,132845
334218,PLTK,138100
334219,DRVN,-28012
334503,DFH,-23219
334534,RLX,117075
334590,NVTS,55836
334750,SHLS,46167
334784,PAX,12150
334815,ZIM,69718
334872,TRIN,118908
335123,SANA,76829
335199,IMCR,-76511
335266,NAMS,48085
335377,EXE,-21483
335446,LDI,569860
336272,OSCR,-11160
336621,SYM,-1558
336622,GROY,52804
336684,RBLX,-142368
336737,CPNG,-7462
336813,HAYW,69569
337152,TUYA,157861
337372,ACVA,175470
337375,DOCN,-51063
337512,SATL,-34413
337513,ALHC,-528
337515,EWTX,-30021
337517,TDUP,34501
337579,NRGV,-52927
337733,COUR,24120
337804,COMP,111194
337830,ULCC,37043
337852,BBAI,24770
338306,COIN,-184316
338318,RUM,-9572
338320,ALKT,-3426
338363,AGL,-112376
338364,APP,-234006
338416,RXRX,-11741
338481,SOC,76763
338649,PGY,-63538
338651,PATH,-370568
338653,DV,-53709
338708,RGTI,-22194
338812,DAVE,110640
338818,PL,-6759
338982,AVAH,58251
338985,PRVA,-19717
339106,VAL,-82889
339463,AUR,115613
339573,GLBE,-63365
339677,VERA,-60595
339762,PSNY,-203787
339767,SLDP,271646
339786,GPOR,-96417
339898,PCOR,-313719
340085,FLYW,-19248
340097,PAY,-51069
340199,FIGS,-43758
340432,OGN,66726
340460,DLO,-18497
340640,NE,-102937
340644,MQ,18228
340696,ZETA,28648
340698,MNDY,-123856
340699,LFST,135231
340752,TASK,-542682
340754,JANX,32992
340757,BZ,-150807
341208,ATAI,-174188
341326,YMM,-16862
341384,CXM,109643
341387,FA,45880
341431,DOCS,-9272
341434,GLUE,-99598
341568,DTM,-320264
341660,XMTR,-245041
341661,YOU,-37920
341662,S,-18845
341663,INTA,105746
341664,JBIO,-7102
341692,LZ,58419
341740,DNUT,225668
341783,HTZ,324877
341999,OKLO,50101
342309,PECO,2191
342349,ERAS,-49455
342359,STVN,-21535
342467,NABL,45857
342520,VTEX,131152
342566,RYAN,-27052
342573,ABSI,-9076
342630,CNM,-143711
342723,CADL,85362
342770,BTDR,224167
342772,DUOL,-277334
342820,HOOD,43243
342877,DOLE,-146351
342915,GXO,-240112
342937,VSXY,-71994
343833,JXN,-304792
344199,SRAD,-192718
344245,TYRA,-26395
344246,ONON,14465
344247,BROS,45188
344249,PRCT,-69593
344320,ACT,-399891
344507,TOST,1418
344512,FRSH,84047
344567,RELY,55340
344713,AMPL,-21116
344770,WRBY,-18480
344842,DJT,-108812
344915,SLVM,-149525
344920,FWRG,150651
345187,LTH,-107469
345366,IHS,-122527
345369,GTLB,97868
345615,COCO,64476
345800,AIP,2852
345824,KD,-21164
345849,GFS,15411
345850,FLNC,231758
345951,FBRT,132788
346113,ARHS,65554
346115,NRDS,-43841
346158,CDRE,6615
346373,PRM,-142464
346408,RIVN,-168701
346421,RZLV,-17347
346493,BLZE,3182
347764,LUNR,189366
347771,BRZE,-24187
347773,IREN,49545
347878,SG,79152
348774,CRGY,214128
348839,NU,-431709
349257,IOT,36497
349540,ZGN,54266
349778,SHAZ,90167
350129,AMLX,14330
350311,TPG,12097
350459,CEG,-155282
350719,CRDO,-46829
352061,CRML,79267
352733,LION,180591
353719,ESAB,-338455
353971,EE,-15485
354493,SOUN,125966
354518,BLTE,-88466
354767,ACDC,196598
355698,INTR,225294
355809,IE,-77700
357118,BULL,120125
357126,GCT,4192
357766,CRBG,29348
357770,AMPX,-13173
358205,BHVN,74317
358708,PRME,177952
358837,MBLY,-66835
358930,RXO,84801
359120,ASPI,74605
359145,ATAT,-196838
359692,FG,-105812
359752,BAM,-305126
360035,MBC,70854
360151,GEHC,24641
360681,SKWD,-71310
360739,VTS,-38933
361071,ASST,74853
361072,GPCR,-56066
361194,HSAI,29996
361195,NXT,6780
361212,MLYS,-78361
361732,AESI,-4394
363049,CR,-174345
363621,MSGE,-161677
363882,KVUE,15389
364326,LAES,92176
364383,ATMU,-93374
364488,KNF,-90727
364519,TLN,-209290
364783,CAVA,-55733
364985,FTRE,-67192
365179,SVV,111613
365180,PLGO,-125885
365181,KGS,36116
365304,PHIN,-181318
365577,APGE,-114966
365644,USAR,55834
365930,SN,-144926
366217,DBD,-172098
366529,SEZL,-510962
366834,ARM,-56057
366971,CART,-3347
367002,KVYO,38335
367252,VSTS,148209
367253,VLTO,-208944
367496,BIRK,-25029
367599,NATL,36297
368279,HG,27619
369200,WS,-59421
369880,TIC,-23723
370353,MSDL,281631
370363,CORZ,-38326
370390,CGON,11533
370423,BTSG,5141
370522,AS,7300
370643,AHR,-13716
370690,TBBB,60632
371064,UMAC,39504
371480,ALAB,-171317
371512,RDDT,-276894
371731,SOLV,-175938
371776,GEV,-272106
371969,PACS,-172217
371995,ULS,-88445
372117,CTRI,-81048
372293,MRX,-20476
372302,RBRK,-246575
372303,LOAR,-56750
372423,VIK,-97379
372583,NNE,-39482
372909,BOW,-126214
373124,INBX,-79255
373282,LIF,26212
373314,WAY,-30768
373317,RAPP,-74758
373454,TEM,-89519
373667,GRAL,-51702
373821,ALMS,99178
373835,LB,-184599
374561,CON,5486
374571,LINE,-102209
375687,MBX,-198783
375697,ZBIO,-55944
376033,BKV,76914
376036,GRDN,48438
376130,AMTM,-97717
376149,CURB,3340
376205,SARO,-152034
376415,IMSR,190565
376716,INGM,29645
376760,WRD,80770
376909,ECG,-155499
377605,PONY,132691
378032,TTAN,-80515
378473,BRUN,157131
378825,FLOC,79733
378859,MRP,11486
379038,VG,69322
379074,SFD,34271
379200,MAZE,-26066
379423,TTAM,-9535
379425,SION,-5513
379598,KRMN,-152594
379631,SAIL,101332
379905,SNDK,-277680
380064,RHLD,-88884
380955,CRWV,-8790
380996,NMAX,52773
381058,SMA,82900
381468,CHA,142882
382748,HNGE,-213317
382749,MNTN,-90367
383210,CRCL,-267717
383248,OMDA,1433
383363,VOYG,-32053
383407,OTF,256643
383421,CHYM,-8740
383443,JBS,-45706
383602,CAI,-159683
383605,SLDE,3525
383854,AMRZ,-98207
384028,RAL,-166119
384367,INFQ,226738
384969,NIQ,-81282
385014,ARX,-373951
385159,AMBQ,-5002
385213,FIG,-65226
385445,FLY,77403
385448,WYFI,135145
385482,HTFL,-104617
385602,BLSH,44905
385635,MIAX,-70273
386603,KLAR,-97593
386669,FIGR,159241
386700,LGN,-46212
386701,VIA,44963
386711,GEMI,214882
386899,STUB,-105628
386900,WBI,113887
386955,NTSK,56187
387014,PTRN,32195
387533,NP,9235
387563,FRMI,215245
387887,WOLF,148324
387915,ALH,25661
388587,MPLT,-177006
388715,NAVN,20362
388717,SOLS,-97850
388803,Q,-6955
388873,BETA,29921
389013,BLLN,-177521
390033,PURR,48443
390348,CDNL,-83006
390510,WLTH,19391
390650,LLYVA,48119
390681,MDLN,120871
390686,ANDG,37970
391245,VSNT,70176
392065,EQPT,49471
392199,YSS,76750
392428,MANE,-65052
392465,BOBS,88994
392466,FPS,92622
392529,OFRM,45769
392726,MWH,85435
